,Loyalty#,Province or State,City,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,Customer Lifetime Value,EnrollmentType,DaysSinceEnrollment,DaysSinceCancellation,EnrollmentDurationInDays,IsCancelled,SumNumFlights,AvgNumFlights,AvgVarNumFlights,SumPointsAccumulated,PropOfRedeem,PropOfCompanionFlights,MonthsSinceLastFlight,NumMonthsWithFlights,Flights_Month_1,Flights_Month_2,Flights_Month_3,Flights_Month_4,Flights_Month_5,Flights_Month_6,Flights_Month_7,Flights_Month_8,Flights_Month_9,Flights_Month_10,Flights_Month_11,Flights_Month_12,PropCompFlightsSeason_LowSeasonEarlyYear,PropCompFlightsSeason_PeakSeasonSummer,PropCompFlightsSeason_Autumn,PropCompFlightsSeason_HolidayPeak
1420,733226,British Columbia,Vancouver,male,Bachelor,Suburban,34847.0,Married,Aurora,5754.75,Standard,605,360.0,245.0,True,97.0,9.7,53.69,21159.2,37.09,29.9,12.0,10.0,0.0,0.0,0.0,0.0,0.0,39.23,15.47,0.0,0.0,13.4,11.32,20.58,0.0,28.29,58.04,0.0
1421,855153,Ontario,Ottawa,female,Bachelor,Rural,97657.0,Married,Aurora,5755.18,Standard,864,620.0,244.0,True,18.0,4.5,28.69,6265.2,0.0,38.89,22.0,4.0,38.75,61.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.75,0.0,0.0,0.0
1422,162472,Ontario,Trenton,male,Bachelor,Suburban,97607.0,Married,Aurora,5755.54,Standard,200,1051.0,0.0,True,44.0,7.333333333333333,69.35,15112.0,29.02,15.91,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,9.09,11.36,11.36,20.45,38.64,0.0,50.0,10.53,5.88
1423,723186,Quebec,Montreal,female,Bachelor,Urban,88997.0,Divorced,Aurora,5757.44,Standard,661,,661.0,False,171.0,10.058823529411764,52.78,29420.16,20.96,30.41,0.0,17.0,0.0,4.48,0.0,0.0,21.13,26.39,0.0,23.88,10.93,17.38,14.79,20.9,27.22,36.48,19.17,50.0
1424,835693,British Columbia,Vancouver,female,Bachelor,Rural,88997.0,Divorced,Aurora,5757.44,Standard,636,,636.0,False,156.0,8.210526315789474,60.16,34522.82,37.39,32.69,0.0,19.0,0.0,3.8,11.39,8.86,0.0,16.46,10.19,32.84,13.92,15.07,6.43,19.47,63.16,13.68,48.33,48.33
1425,910093,Alberta,Edmonton,female,Bachelor,Suburban,88997.0,Divorced,Aurora,5757.44,Standard,65,,65.0,False,6.0,6.0,0.0,1686.0,0.0,83.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,83.33
1426,947367,British Columbia,Whistler,female,Bachelor,Suburban,88997.0,Divorced,Aurora,5757.44,Standard,989,,989.0,False,221.0,9.208333333333334,48.35,36773.88,73.82,18.1,0.0,24.0,9.62,4.42,6.73,18.34,15.38,16.27,18.93,8.65,9.62,6.58,12.83,15.65,4.08,31.49,7.54,38.52
1427,762715,British Columbia,West Vancouver,female,Bachelor,Urban,81491.0,Divorced,Aurora,5757.49,Standard,557,,557.0,False,92.0,7.076923076923077,69.34,13963.07,0.0,27.17,1.0,13.0,2.9,0.0,7.25,15.94,21.74,0.0,10.14,21.74,9.43,5.8,11.59,87.31,18.18,9.09,28.57,55.05
1428,351966,British Columbia,Vancouver,female,Bachelor,Rural,28919.0,Married,Aurora,5761.11,Standard,242,,242.0,False,30.0,6.0,78.17,9886.0,83.04,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.33,16.67,0.0,26.67,43.33,0.0,25.0,15.38,0.0
1429,501209,Quebec,Montreal,female,Bachelor,Suburban,83392.0,Married,Aurora,5761.32,Standard,1871,,1871.0,False,145.0,9.0625,40.79,20571.96,0.0,18.62,0.0,16.0,22.18,0.0,22.43,14.29,0.0,0.0,18.18,14.0,11.69,9.09,25.07,20.78,9.61,41.79,34.03,0.0
1430,390651,Ontario,Toronto,female,Bachelor,Rural,21195.0,Married,Aurora,5764.65,Standard,2140,1438.0,702.0,True,,,,,,,,,,,,,,,,,,,,,,,,
1431,361237,British Columbia,Dawson Creek,male,Bachelor,Rural,35091.0,Divorced,Aurora,5768.09,Standard,906,,906.0,False,148.0,7.0476190476190474,79.82,35395.68,40.82,25.68,2.0,20.0,3.29,8.47,2.38,3.89,0.0,26.51,16.34,27.05,21.45,13.56,0.0,0.0,39.7,27.61,10.37,0.0
1432,528693,Ontario,Toronto,male,Bachelor,Suburban,35091.0,Divorced,Aurora,5768.09,Standard,2199,,2199.0,False,143.0,7.15,61.93,35784.58,6.04,18.88,0.0,19.0,19.24,16.22,12.96,22.47,0.0,1.91,22.22,12.35,0.0,0.0,21.71,5.56,19.61,13.1,13.75,33.33
1433,745600,Ontario,Toronto,male,Bachelor,Rural,92509.0,Married,Aurora,5768.83,Standard,1718,273.0,1445.0,True,168.0,7.636363636363637,69.71,28825.73,23.56,36.31,9.0,21.0,19.21,9.71,15.78,1.89,12.9,18.11,0.0,4.5,15.5,14.2,0.0,20.71,37.82,48.68,25.9,34.31
1434,613709,Ontario,Toronto,female,College,Suburban,0.0,Single,Aurora,5770.68,Standard,25,,25.0,False,,,,,,,,,,,,,,,,,,,,,,,,
1435,922703,British Columbia,Vancouver,female,College,Rural,0.0,Single,Aurora,5775.52,Standard,36,,36.0,False,7.0,7.0,0.0,3432.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
1436,156959,British Columbia,Vancouver,male,Bachelor,Rural,51066.0,Single,Aurora,5780.18,Standard,1363,,1363.0,False,205.0,7.592592592592593,65.37,28956.6,59.52,13.17,0.0,26.0,9.33,10.52,18.48,10.01,4.32,12.46,0.0,7.14,9.64,14.1,4.0,18.39,15.52,3.81,27.08,0.0
1437,690971,Alberta,Banff,male,Bachelor,Rural,51066.0,Single,Aurora,5780.18,Standard,1947,,1947.0,False,91.0,4.333333333333333,90.07,33969.69,21.24,25.27,1.0,20.0,10.2,1.85,11.36,6.2,2.27,14.91,4.55,24.83,0.0,6.82,13.98,41.02,11.9,30.6,79.17,0.0
1438,837704,Alberta,Banff,male,Bachelor,Rural,51066.0,Single,Aurora,5780.18,Standard,94,,94.0,False,18.0,6.0,144.34,5383.0,0.0,5.56,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,5.56,88.89,0.0,0.0,50.0,0.0
1439,981508,British Columbia,Vancouver,male,Bachelor,Urban,44784.0,Married,Aurora,5786.49,Standard,1369,,1369.0,False,46.0,6.571428571428571,55.47,12663.0,33.18,41.3,0.0,7.0,0.0,0.0,0.0,0.0,23.91,6.52,17.39,19.57,19.57,0.0,2.17,10.87,0.0,50.0,40.0,100.0
1440,607847,Quebec,Montreal,female,Bachelor,Urban,84551.0,Divorced,Aurora,5790.57,Standard,416,,416.0,False,50.0,5.555555555555555,65.59,15706.46,20.23,36.0,0.0,9.0,0.0,8.51,0.0,23.4,17.02,0.0,0.0,4.26,21.28,0.0,14.89,70.21,39.13,0.0,35.29,66.67
1441,771056,New Brunswick,Fredericton,female,Bachelor,Urban,33799.0,Married,Aurora,5791.01,Standard,1139,,1139.0,False,193.0,7.148148148148148,67.73,45265.5,44.52,31.61,0.0,25.0,6.18,9.57,13.62,8.97,0.79,10.65,12.47,0.79,10.26,18.63,3.85,23.31,35.47,67.59,10.61,22.88
1442,881741,Quebec,Montreal,male,Bachelor,Suburban,80480.0,Married,Aurora,5791.61,Standard,228,,228.0,False,51.0,10.2,70.49,5923.0,62.0,13.73,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,25.49,3.92,5.88,31.37,0.0,17.65,22.22,0.0
1443,741313,Manitoba,Winnipeg,female,Bachelor,Rural,70524.0,Married,Aurora,5794.57,Standard,1765,,1765.0,False,210.0,8.076923076923077,44.56,34999.520000000004,21.75,13.81,0.0,26.0,17.24,6.77,10.48,11.2,12.37,15.78,0.0,19.1,0.0,8.27,9.19,10.07,19.7,0.0,28.38,0.0
1444,717232,Quebec,Montreal,male,Bachelor,Rural,52979.0,Divorced,Aurora,5794.68,Standard,2147,,2147.0,False,318.0,10.258064516129032,48.8,47987.840000000004,62.92,21.38,2.0,31.0,7.79,5.33,7.4,2.77,12.84,12.52,14.02,9.43,12.41,14.93,4.38,12.76,21.4,29.27,21.61,0.0
1445,234973,Quebec,Montreal,male,College,Urban,0.0,Married,Aurora,5800.77,Standard,1919,,1919.0,False,195.0,9.285714285714286,43.76,31556.809999999998,24.92,25.13,0.0,21.0,9.01,4.11,12.31,15.07,13.6,19.88,27.4,15.07,5.71,16.37,0.0,17.04,20.44,43.86,40.83,0.0
1446,254853,British Columbia,Vancouver,male,Bachelor,Rural,48927.0,Divorced,Aurora,5801.13,Standard,485,,485.0,False,98.0,6.125,68.46,26232.17,12.83,21.43,0.0,16.0,10.2,6.12,6.12,0.0,0.0,0.0,6.12,34.69,14.23,14.25,34.76,20.43,27.27,0.0,32.23,20.83
1447,917423,Ontario,Kingston,male,College,Urban,0.0,Single,Aurora,5801.83,Standard,1056,,1056.0,False,197.0,8.565217391304348,43.23,34133.21,0.0,32.49,0.0,23.0,10.76,11.64,0.0,11.11,11.2,12.7,16.99,17.64,15.22,6.35,8.2,14.29,29.28,38.13,30.81,22.22
1448,630290,Alberta,Edmonton,male,College,Suburban,0.0,Married,Aurora,5802.84,Standard,685,469.0,216.0,True,84.0,7.0,46.39,19033.56,0.0,50.0,15.0,12.0,0.0,0.0,8.3,10.7,23.8,28.6,0.0,13.1,15.5,0.0,0.0,0.0,33.12,48.68,100.0,0.0
1449,171902,Ontario,Toronto,male,Bachelor,Suburban,62447.0,Single,Aurora,5807.66,Standard,545,302.0,243.0,True,71.0,6.454545454545454,59.75,15334.4,0.0,29.58,9.0,11.0,50.0,42.86,7.14,0.0,0.0,0.0,0.0,26.36,5.15,26.36,42.12,0.0,7.14,33.04,35.35,0.0
1450,415441,Ontario,Toronto,male,Bachelor,Rural,70717.0,Married,Aurora,5807.99,Standard,57,,57.0,False,153.0,6.12,67.42,33307.6,7.48,27.45,0.0,23.0,24.2,2.28,3.23,8.6,18.42,0.0,6.45,16.13,15.19,6.58,14.32,14.65,33.12,0.0,25.28,36.67
1451,672893,British Columbia,Dawson Creek,female,Bachelor,Suburban,24860.0,Married,Aurora,5810.63,Standard,2323,,2323.0,False,151.0,6.291666666666667,53.54,31089.51,18.49,29.8,0.0,24.0,13.35,0.0,12.83,18.19,11.9,17.27,0.0,6.23,0.0,15.0,15.34,5.02,20.81,45.3,38.43,0.0
1452,226191,British Columbia,Vancouver,male,Bachelor,Suburban,83318.0,Married,Aurora,5811.92,Standard,653,,653.0,False,204.0,9.714285714285714,65.04,30689.5,65.11,23.53,1.0,20.0,1.35,0.0,16.22,12.17,21.57,18.55,27.18,0.0,2.7,8.34,14.86,0.71,9.29,36.92,9.06,100.0
1453,797432,Ontario,Toronto,female,Bachelor,Rural,83318.0,Married,Aurora,5811.92,2021 Promotion,315,,315.0,False,16.0,5.333333333333333,124.84,3829.0,75.5,31.25,1.0,3.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,81.25,0.0,6.25,0.0,100.0,0.0,21.43,0.0
1454,171908,British Columbia,Victoria,female,Bachelor,Rural,42795.0,Married,Aurora,5813.24,2021 Promotion,247,,247.0,False,36.0,7.2,47.51,3735.0,0.0,55.56,0.0,5.0,0.0,0.0,0.0,0.0,16.67,16.67,36.11,0.0,0.0,19.44,0.0,11.11,100.0,42.11,85.71,0.0
1455,478792,Ontario,Toronto,male,Bachelor,Suburban,76675.0,Married,Aurora,5815.26,Standard,2161,,2161.0,False,134.0,7.444444444444445,59.58,27622.3,0.0,18.66,1.0,17.0,4.62,9.23,15.77,10.77,28.36,21.54,0.0,10.1,0.0,15.38,3.44,37.78,15.91,66.67,20.0,0.0
1456,675385,British Columbia,Vancouver,female,Bachelor,Suburban,76675.0,Married,Aurora,5815.26,Standard,851,,851.0,False,129.0,7.588235294117647,62.52,26624.34,0.0,19.38,0.0,16.0,3.95,3.78,0.0,13.16,17.11,1.32,0.0,18.42,20.33,32.18,29.44,21.05,9.38,0.0,31.97,31.25
1457,434620,British Columbia,Victoria,male,Bachelor,Urban,86824.0,Married,Aurora,5817.83,Standard,224,,224.0,False,56.0,11.2,41.59,7792.0,0.0,23.21,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,23.21,25.0,21.43,0.0,5.36,0.0,40.74,7.69,0.0
1458,833436,British Columbia,Vancouver,female,Bachelor,Urban,77563.0,Married,Aurora,5821.68,Standard,1362,,1362.0,False,156.0,7.090909090909091,74.23,38161.53,0.0,32.05,0.0,22.0,0.0,4.67,0.0,18.0,12.86,8.48,2.77,31.46,0.0,15.59,3.78,19.71,54.58,4.25,58.2,43.65
1459,915927,Ontario,Toronto,male,Bachelor,Suburban,77563.0,Married,Aurora,5821.68,Standard,1372,1127.0,245.0,True,,,,,,,,,,,,,,,,,,,,,,,,
1460,173666,British Columbia,Victoria,male,Bachelor,Suburban,73976.0,Divorced,Aurora,5824.22,Standard,922,137.0,785.0,True,115.0,7.1875,52.11,23714.75,18.4,19.13,4.0,16.0,10.45,0.0,0.0,23.95,17.24,25.59,6.9,55.17,0.0,15.14,12.79,10.45,29.23,3.7,12.24,77.5
1461,693659,Ontario,Ottawa,male,Bachelor,Urban,38492.0,Married,Aurora,5824.77,Standard,893,,893.0,False,213.0,7.888888888888889,70.26,42755.42,59.81,31.46,1.0,26.0,7.75,9.33,0.0,10.12,9.41,16.21,19.21,0.62,7.69,13.85,6.85,20.29,30.29,33.99,75.36,29.91
1462,607266,British Columbia,Whistler,male,Bachelor,Urban,40964.0,Married,Aurora,5824.82,Standard,1024,1022.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,
1463,415292,Ontario,Toronto,female,Bachelor,Urban,30228.0,Married,Aurora,5827.41,Standard,1386,889.0,497.0,True,,,,,,,,,,,,,,,,,,,,,,,,
1464,668624,British Columbia,Vancouver,male,Bachelor,Rural,30228.0,Married,Aurora,5827.41,Standard,817,,817.0,False,128.0,7.529411764705882,56.95,36108.66,44.12,14.06,1.0,17.0,1.67,25.07,29.38,16.34,8.33,21.09,30.0,0.0,6.67,10.24,11.67,0.0,12.5,25.4,39.9,0.0
1465,243294,Quebec,Montreal,male,Bachelor,Urban,45794.0,Married,Aurora,5827.48,Standard,341,6.0,335.0,True,69.0,9.857142857142858,46.65,12389.0,0.0,17.39,0.0,7.0,0.0,0.0,14.49,0.0,20.29,0.0,0.0,20.29,18.84,5.8,15.94,4.35,20.83,42.86,3.57,0.0
1466,471170,British Columbia,Vancouver,male,College,Suburban,0.0,Married,Aurora,5830.56,Standard,1372,,1372.0,False,143.0,7.944444444444445,43.7,23908.35,18.85,32.87,1.0,18.0,13.33,10.41,17.11,9.21,6.58,15.79,0.0,14.47,13.42,24.55,15.79,29.86,53.54,0.0,29.97,85.35
1467,531514,Ontario,Toronto,male,College,Rural,0.0,Married,Aurora,5830.56,Standard,2139,,2139.0,False,206.0,10.3,43.43,29222.44,0.0,13.11,1.0,20.0,0.0,14.42,18.17,14.59,8.59,12.9,28.38,0.0,20.27,11.86,6.76,24.27,19.06,11.11,1.96,2.94
1468,667692,British Columbia,West Vancouver,female,Bachelor,Rural,83308.0,Married,Aurora,5837.53,Standard,889,,889.0,False,173.0,6.653846153846154,80.76,39425.12,8.12,30.64,0.0,24.0,9.49,1.93,17.9,0.0,15.58,24.5,19.65,0.94,4.2,14.29,1.3,11.32,10.76,43.27,11.76,39.88
1469,490824,New Brunswick,Fredericton,male,Bachelor,Urban,55419.0,Married,Aurora,5838.13,2021 Promotion,1176,,1176.0,False,165.0,7.173913043478261,69.14,33850.18,0.0,41.82,0.0,23.0,11.46,0.0,8.09,6.6,12.53,29.03,0.0,0.0,16.37,3.58,3.64,18.99,37.78,55.56,11.46,49.83
1470,238607,Nova Scotia,Halifax,male,Bachelor,Rural,81082.0,Married,Aurora,5838.9,Standard,1832,,1832.0,False,198.0,7.071428571428571,56.95,41231.52,46.47,37.37,3.0,27.0,3.81,6.06,6.03,12.79,7.2,14.44,19.19,0.0,8.54,13.41,11.44,17.47,18.62,61.4,29.31,57.74
1471,448896,Quebec,Montreal,female,Bachelor,Urban,81082.0,Married,Aurora,5838.9,Standard,624,,624.0,False,173.0,8.238095238095237,42.21,34211.88,56.77,32.37,0.0,21.0,0.0,9.68,0.0,4.84,19.8,21.94,9.16,6.27,17.22,13.53,9.68,17.22,18.52,47.23,34.75,12.82
1472,657865,Alberta,Peace River,male,Bachelor,Suburban,81082.0,Married,Aurora,5838.9,Standard,1033,,1033.0,False,185.0,6.607142857142857,62.11,40825.81,75.89,34.05,0.0,28.0,7.76,4.88,15.7,6.41,13.58,20.05,12.99,0.0,11.17,10.05,4.76,9.88,29.75,48.99,21.29,62.5
1473,100428,British Columbia,Vancouver,male,Bachelor,Suburban,43145.0,Married,Aurora,5845.43,Standard,2333,,2333.0,False,156.0,6.5,62.53,31324.82,63.61,17.95,0.0,24.0,13.26,11.53,17.95,0.0,20.11,1.28,9.79,2.93,20.6,8.97,11.54,12.39,3.85,42.22,10.26,75.76
1474,272686,Saskatchewan,Regina,male,Bachelor,Urban,85956.0,Married,Aurora,5846.11,Standard,22,,22.0,False,,,,,,,,,,,,,,,,,,,,,,,,
1475,761444,Ontario,Toronto,female,College,Rural,0.0,Single,Aurora,5846.42,Standard,1342,1098.0,244.0,True,,,,,,,,,,,,,,,,,,,,,,,,
1476,598369,Ontario,Toronto,male,High School or Below,Suburban,23496.0,Married,Aurora,5847.42,Standard,1988,,1988.0,False,221.0,7.892857142857143,65.55,35018.37,57.62,19.91,0.0,27.0,4.74,14.64,11.82,9.02,11.07,16.02,11.07,18.64,3.76,1.71,0.0,16.33,25.45,5.22,66.67,62.5
1477,389996,British Columbia,Vancouver,female,Bachelor,Rural,67511.0,Married,Aurora,5849.49,Standard,1423,456.0,967.0,True,135.0,9.642857142857142,43.74,16727.77,0.0,18.52,16.0,14.0,14.09,0.0,9.62,14.09,17.76,26.69,9.62,8.13,0.0,0.0,0.0,0.0,17.14,19.87,0.0,0.0
1478,833844,Ontario,Toronto,male,Bachelor,Rural,67511.0,Married,Aurora,5849.49,Standard,469,,469.0,False,101.0,7.214285714285714,54.15,22261.34,44.41,23.76,0.0,14.0,0.0,2.17,0.0,23.91,6.52,17.39,0.0,8.7,19.57,36.33,19.86,29.84,6.67,58.33,26.21,8.16
1479,776795,Ontario,Ottawa,female,Bachelor,Suburban,36889.0,Married,Aurora,5860.48,Standard,860,,860.0,False,199.0,6.633333333333334,78.53,52144.26,57.22,40.2,0.0,29.0,3.35,1.14,15.91,1.68,6.84,10.23,22.39,12.22,10.63,7.06,8.88,17.85,19.87,62.13,46.59,8.16
1480,173178,Quebec,Montreal,female,Bachelor,Suburban,75121.0,Married,Aurora,5862.8,Standard,952,818.0,134.0,True,,,,,,,,,,,,,,,,,,,,,,,,
1481,146215,Quebec,Montreal,female,Bachelor,Suburban,75952.0,Married,Aurora,5866.07,Standard,1082,,1082.0,False,231.0,8.884615384615385,52.34,33003.08,31.48,29.44,0.0,26.0,7.0,3.0,6.87,0.0,15.55,19.56,19.13,0.0,13.79,13.51,8.77,10.52,16.44,20.82,46.64,71.79
1482,747704,British Columbia,Whistler,male,Bachelor,Rural,75952.0,Married,Aurora,5866.07,Standard,1777,,1777.0,False,185.0,7.4,61.06,43809.96,57.9,23.78,0.0,25.0,11.24,9.89,0.0,8.73,17.22,14.72,6.52,23.55,1.45,0.0,2.9,12.41,19.24,40.36,0.0,0.0
1483,254428,Ontario,Trenton,male,Bachelor,Rural,27880.0,Married,Aurora,5867.13,Standard,243,,243.0,False,58.0,9.666666666666666,62.98,12703.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,24.14,25.86,0.0,0.0,3.45,18.97,3.45,24.14,0.0,0.0,0.0,0.0
1484,951941,Quebec,Quebec City,male,College,Rural,0.0,Single,Aurora,5871.61,Standard,743,,743.0,False,197.0,7.88,50.41,40119.91,18.01,21.83,1.0,25.0,5.32,12.21,10.61,5.03,19.86,10.61,13.22,17.76,7.58,13.19,12.21,0.0,19.31,41.53,0.0,0.0
1485,565841,Nova Scotia,Halifax,male,Bachelor,Rural,35301.0,Married,Aurora,5874.82,2021 Promotion,275,,275.0,False,222.0,7.655172413793103,56.0,35484.37,39.55,28.83,0.0,28.0,7.88,11.59,22.22,3.03,8.1,5.65,9.26,18.89,15.88,16.2,0.0,4.29,18.87,53.59,38.23,0.0
1486,561621,Ontario,Toronto,male,Bachelor,Rural,22061.0,Married,Aurora,5878.2,Standard,521,,521.0,False,123.0,7.6875,59.65,24308.29,88.67,30.89,0.0,16.0,1.3,0.0,7.79,11.69,7.79,12.99,0.0,12.37,10.39,19.29,11.69,47.13,4.55,78.79,77.78,11.79
1487,107649,Alberta,Calgary,male,Bachelor,Suburban,85857.0,Married,Aurora,5879.18,Standard,2426,,2426.0,False,245.0,9.074074074074074,44.5,43907.3,38.46,20.41,0.0,27.0,12.51,11.09,0.0,10.0,4.6,16.43,7.7,16.26,5.74,9.49,11.27,14.91,13.28,22.49,42.44,0.0
1488,425687,Ontario,Toronto,male,College,Suburban,0.0,Single,Aurora,5880.26,Standard,430,,430.0,False,47.0,6.714285714285714,105.91,12232.69,0.0,23.4,0.0,7.0,0.0,0.0,0.0,0.0,0.0,57.14,0.0,5.71,0.0,0.0,24.29,62.86,0.0,9.09,0.0,66.67
1489,758113,Ontario,Toronto,male,College,Suburban,0.0,Single,Aurora,5886.22,Standard,777,,777.0,False,214.0,8.23076923076923,45.11,40016.88,0.0,22.9,0.0,26.0,8.89,8.14,14.36,13.32,0.0,8.89,16.67,13.71,2.36,12.95,9.28,15.19,36.88,0.0,35.32,0.0
1490,229094,Ontario,Toronto,female,Bachelor,Rural,62773.0,Married,Aurora,5887.18,Standard,1775,,1775.0,False,144.0,7.2,63.5,31963.98,19.64,9.72,0.0,20.0,15.4,6.99,17.09,0.0,0.0,35.2,7.55,32.08,16.98,14.29,5.66,6.77,10.4,7.94,4.76,38.89
1491,508824,Alberta,Edmonton,male,Bachelor,Urban,62773.0,Married,Aurora,5887.18,Standard,2411,,2411.0,False,164.0,7.454545454545454,78.74,30125.82,16.32,9.15,0.0,20.0,0.0,6.97,2.69,14.94,30.34,7.67,0.0,5.82,23.7,0.0,0.0,17.82,1.67,58.33,27.22,0.0
1492,121469,Ontario,Toronto,male,Bachelor,Suburban,76875.0,Married,Aurora,5890.53,Standard,1895,1680.0,215.0,True,,,,,,,,,,,,,,,,,,,,,,,,
1493,456839,British Columbia,Vancouver,male,Bachelor,Suburban,39381.0,Married,Aurora,5894.91,Standard,1378,,1378.0,False,153.0,6.12,47.95,41791.77,21.98,48.37,0.0,25.0,2.61,11.34,13.42,11.92,10.73,20.88,0.0,8.93,8.56,16.29,8.93,19.64,45.02,87.17,23.95,9.09
1494,912064,Ontario,Toronto,female,Bachelor,Suburban,53998.0,Divorced,Aurora,5898.73,Standard,788,,788.0,False,204.0,7.555555555555555,60.91,44901.25,52.17,20.1,1.0,27.0,11.37,8.68,10.12,12.96,3.77,14.1,1.95,31.48,17.41,4.64,9.55,18.71,20.25,7.79,31.44,32.05
1495,961177,British Columbia,Dawson Creek,female,Bachelor,Suburban,53998.0,Divorced,Aurora,5898.73,Standard,456,,456.0,False,80.0,6.153846153846154,63.92,11293.66,0.0,7.5,0.0,13.0,5.0,8.33,0.0,8.33,6.67,20.0,6.67,26.67,0.0,37.81,44.95,15.0,5.88,15.62,0.0,0.0
1496,171582,Ontario,Kingston,male,Bachelor,Urban,55393.0,Married,Aurora,5903.61,Standard,440,197.0,243.0,True,60.0,8.571428571428571,51.68,10254.4,0.0,23.33,6.0,7.0,22.22,20.0,20.0,0.0,2.22,35.56,0.0,0.0,0.0,0.0,0.0,100.0,17.24,0.0,0.0,59.82
1497,485845,Saskatchewan,Regina,female,Bachelor,Rural,89953.0,Single,Aurora,5904.85,Standard,2184,,2184.0,False,128.0,7.111111111111111,80.55,23984.66,16.46,22.66,1.0,18.0,44.52,10.59,5.88,10.42,6.8,21.18,20.0,26.92,4.92,0.0,12.94,0.0,13.57,72.44,0.0,0.0
1498,273179,British Columbia,Victoria,female,Bachelor,Suburban,43440.0,Married,Aurora,5906.94,Standard,943,,943.0,False,242.0,7.806451612903226,60.85,53192.2,39.31,18.6,1.0,30.0,10.45,3.67,15.29,3.15,7.49,12.73,18.05,9.92,16.16,9.31,1.17,12.15,10.3,32.91,12.31,0.0
1499,135016,Ontario,Toronto,male,Bachelor,Suburban,86277.0,Divorced,Aurora,5908.16,Standard,1236,,1236.0,False,183.0,7.038461538461538,63.35,38257.8,55.83,13.11,1.0,26.0,10.0,14.32,5.15,9.49,2.21,30.0,8.86,17.72,11.29,10.0,9.51,21.07,0.0,31.75,8.44,0.0
1500,582930,Ontario,Toronto,female,Bachelor,Urban,43676.0,Single,Aurora,5913.31,Standard,1732,,1732.0,False,174.0,8.7,55.7,37958.26,0.0,21.26,0.0,20.0,1.59,1.59,14.54,15.85,0.0,14.69,0.0,25.4,0.0,19.8,9.25,22.95,13.5,70.11,0.0,27.06
1501,200663,British Columbia,Dawson Creek,female,College,Urban,0.0,Single,Aurora,5917.47,Standard,195,,195.0,False,35.0,7.0,50.51,10742.0,0.0,37.14,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,22.86,25.71,20.0,0.0,2.86,28.57,0.0,41.18,0.0,60.0
1502,266541,Ontario,London,male,Bachelor,Rural,77521.0,Married,Aurora,5918.07,Standard,464,,464.0,False,38.0,4.75,26.98,10455.0,0.0,28.95,2.0,8.0,0.0,7.89,15.79,18.42,0.0,13.16,10.53,10.53,13.16,10.53,0.0,0.0,0.0,30.77,77.78,0.0
1503,340782,Ontario,Toronto,female,Bachelor,Rural,94846.0,Married,Aurora,5918.33,Standard,564,,564.0,False,102.0,6.8,73.15,29498.7,12.61,18.63,1.0,14.0,0.0,8.47,0.0,15.25,13.56,13.56,26.14,65.46,13.56,0.0,7.36,2.08,0.0,9.72,42.31,100.0
1504,904317,British Columbia,Vancouver,male,Bachelor,Urban,94846.0,Married,Aurora,5918.33,Standard,1130,888.0,242.0,True,,,,,,,,,,,,,,,,,,,,,,,,
1505,556453,Ontario,Toronto,female,Bachelor,Urban,92163.0,Married,Aurora,5923.12,Standard,1535,,1535.0,False,139.0,6.043478260869565,87.2,30518.34,64.35,15.11,1.0,22.0,0.89,15.78,21.05,0.0,5.46,2.87,25.49,2.87,27.03,5.41,13.51,18.71,23.67,1.59,0.0,36.67
1506,583415,Alberta,Edmonton,female,Bachelor,Suburban,92163.0,Married,Aurora,5923.12,Standard,692,,692.0,False,205.0,8.541666666666666,51.09,41660.97,0.0,36.1,0.0,23.0,9.09,2.6,0.0,12.95,10.85,6.11,25.03,20.04,9.98,6.49,11.69,13.43,49.27,39.03,41.48,0.0
1507,317664,Manitoba,Winnipeg,male,Bachelor,Urban,73758.0,Married,Aurora,5923.52,Standard,1614,,1614.0,False,116.0,7.733333333333333,64.19,23263.57,0.0,13.79,0.0,15.0,18.18,10.86,8.12,36.17,0.0,42.81,0.0,0.0,25.45,4.79,23.64,16.36,15.58,26.79,0.0,11.11
1508,216445,Ontario,Toronto,male,Master,Suburban,23091.0,Married,Aurora,5926.73,Standard,7,,7.0,False,,,,,,,,,,,,,,,,,,,,,,,,
