Loyalty#,Province or State,City,Latitude,Longitude,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,Customer Lifetime Value,EnrollmentType,DaysSinceEnrollment,EnrollmentDurationInDays,DaysSinceCancellation,IsCancelled,SumNumFlights,AvgNumFlights,AvgVarNumFlights,SumPointsAccumulated,PropOfRedeem,PropOfCompanionFlights,MonthsSinceLastFlight,NumMonthsWithFlights,LowSeason_SumShare,PeakSeason_SumShare,Autumn_SumShare,HolidayMonth_December_SumShare,LowSeason_CompShare,PeakSeason_CompShare,Autumn_CompShare,HolidayMonth_December_CompShare
614441,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Suburban,28919.0,Married,Nova,2846.25,Standard,1940,1940.0,,False,184.9,7.396,62.09,25150.06,72.55,41.54,0.0,25.0,25.85,19.9,34.08,20.17,39.75,32.07,37.94,59.25
652756,Alberta,Edmonton,53.544388,-113.49093,female,Bachelor,Rural,28919.0,Married,Nova,2846.25,Standard,414,414.0,,False,35.0,5.833333333333333,68.93,9200.0,0.0,22.86,0.0,6.0,71.43,0.0,25.71,2.86,16.0,0.0,33.33,100.0
463882,Nova Scotia,Halifax,44.648766,-63.575237,female,Bachelor,Rural,66880.0,Married,Nova,2846.65,Standard,1910,1910.0,,False,159.0,7.2272727272727275,65.74,35262.2,36.17,22.52,0.0,22.0,33.7,49.94,8.180000000000001,8.18,23.51,21.66,46.15,0.0
904669,Saskatchewan,Regina,50.44521,-104.6189,female,Bachelor,Suburban,66880.0,Married,Nova,2846.65,Standard,2258,2258.0,,False,193.8,7.752000000000001,59.49,48642.45,38.62,24.41,2.0,25.0,50.730000000000004,17.85,17.7,13.73,20.45,28.9,50.15,0.0
955666,British Columbia,Whistler,50.116322,-122.95736,female,Bachelor,Rural,96357.0,Married,Nova,2847.97,Standard,1014,1014.0,,False,256.1,8.536666666666667,58.9,48242.09,37.6,37.68,0.0,30.0,27.25,37.56,22.62,12.57,43.84,41.58,36.44,14.91
225930,Ontario,Kingston,44.231171,-76.485954,female,College,Suburban,0.0,Single,Nova,2848.56,2021 Promotion,318,318.0,,False,151.8,6.325,76.67,30268.67,33.83,29.58,0.0,24.0,40.37,27.8,7.050000000000001,24.77,37.85,25.59,9.35,26.33
574081,Saskatchewan,Regina,50.44521,-104.6189,female,College,Suburban,0.0,Single,Nova,2848.56,Standard,391,391.0,,False,89.0,8.9,38.36,15369.0,30.85,21.35,0.0,10.0,57.32,30.34,11.24,1.12,37.25,0.0,0.0,0.0
712521,Ontario,Ottawa,45.421532,-75.697189,male,Bachelor,Rural,63326.0,Divorced,Nova,2849.25,Standard,1189,1189.0,,False,170.8,8.989473684210527,60.73,12430.35,88.16,12.24,1.0,19.0,33.489999999999995,50.35,0.59,15.57,9.97,8.84,0.0,28.57
369867,Ontario,Sudbury,46.522099,-80.953033,female,Bachelor,Urban,55274.0,Married,Nova,2851.16,Standard,201,201.0,,False,22.0,4.4,102.4,6906.0,66.61,27.27,0.0,5.0,0.0,77.28,18.18,4.55,0.0,29.41,0.0,100.0
181377,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Suburban,65099.0,Married,Nova,2853.37,Standard,1269,1269.0,,False,167.2,9.288888888888888,57.28,25627.56,70.33,27.27,2.0,18.0,34.14,30.21,23.15,12.5,23.99,40.59,29.46,0.0
407468,Manitoba,Winnipeg,49.895138,-97.138374,female,Bachelor,Urban,38798.0,Married,Nova,2853.51,Standard,2038,2038.0,,False,130.9,6.233333333333333,47.43,28448.2,10.02,18.33,4.0,21.0,33.54,40.34,14.51,11.61,30.75,5.49,40.0,0.0
882263,Quebec,Montreal,45.50169,-73.567253,male,Bachelor,Urban,38798.0,Married,Nova,2853.51,Standard,195,195.0,,False,244.7,8.437931034482759,49.89,37045.909999999996,49.53,20.88,0.0,29.0,40.09,26.85,27.590000000000003,5.48,12.74,32.42,8.74,85.07
499583,Nova Scotia,Halifax,44.648766,-63.575237,male,Bachelor,Rural,87455.0,Divorced,Nova,2853.6,Standard,20,20.0,,False,,,,,,,,,,,,,,,,
376618,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Rural,71126.0,Married,Nova,2854.11,Standard,1509,1509.0,,False,156.3,7.442857142857143,56.47,38627.64,29.11,30.26,0.0,21.0,33.980000000000004,45.75,13.440000000000001,6.85,20.15,37.2,23.81,46.73
154644,Nova Scotia,Halifax,44.648766,-63.575237,female,Bachelor,Urban,34807.0,Single,Nova,2854.27,Standard,764,764.0,,False,229.7,8.834615384615384,48.02,52393.72,56.65,25.69,0.0,26.0,51.07,33.83,13.8,1.31,26.34,29.73,15.77,0.0
683356,Saskatchewan,Regina,50.44521,-104.6189,female,Bachelor,Rural,34807.0,Single,Nova,2854.27,Standard,1152,1152.0,,False,185.4,8.427272727272728,56.36,37310.770000000004,31.93,34.9,0.0,22.0,22.17,41.97,28.32,7.55,17.03,61.7,18.48,0.0
753637,Saskatchewan,Regina,50.44521,-104.6189,female,Bachelor,Urban,99612.0,Married,Nova,2855.69,Standard,494,494.0,,False,104.0,8.0,53.4,21330.48,61.1,27.98,1.0,13.0,15.389999999999999,28.840000000000003,46.629999999999995,9.13,43.75,0.0,29.9,80.0
923062,Quebec,Tremblant,46.118462,-74.596184,female,Bachelor,Suburban,50738.0,Divorced,Nova,2855.93,Standard,1538,1538.0,,False,230.3,7.676666666666667,63.31,48253.63,26.24,13.72,0.0,30.0,31.87,38.0,27.09,3.04,12.26,12.23,7.85,100.0
723969,Quebec,Quebec City,46.813877,-71.207977,male,College,Suburban,0.0,Married,Nova,2856.95,Standard,42,42.0,,False,2.0,2.0,0.0,142.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
846215,Newfoundland,St. John's,47.561508,-52.712578,female,College,Urban,0.0,Married,Nova,2856.95,Standard,1155,242.0,913.0,True,,,,,,,,,,,,,,,,
231084,Nova Scotia,Halifax,44.648766,-63.575237,female,Bachelor,Urban,91811.0,Married,Nova,2857.11,Standard,923,923.0,,False,205.5,7.903846153846154,54.0,39193.9,17.08,32.02,4.0,26.0,52.559999999999995,22.48,14.79,10.17,34.54,12.34,75.0,0.0
765793,Ontario,Thunder Bay,48.380894,-89.247681,female,Bachelor,Suburban,85300.0,Divorced,Nova,2857.99,Standard,2250,2250.0,,False,139.1,5.795833333333333,55.02,31136.43,0.0,36.09,2.0,24.0,60.97,27.11,9.2,2.73,22.52,46.42,76.56,100.0
562358,Ontario,London,42.984924,-81.245277,male,Bachelor,Suburban,27382.0,Married,Nova,2858.09,Standard,123,123.0,,False,23.0,7.666666666666667,39.85,4163.0,0.0,26.09,1.0,3.0,0.0,0.0,99.99999999999999,0.0,0.0,0.0,26.09,0.0
550352,British Columbia,Whistler,50.116322,-122.95736,male,College,Urban,0.0,Married,Nova,2858.99,Standard,2134,2134.0,,False,163.6,7.113043478260869,60.31,37151.24,47.92,28.61,0.0,23.0,32.02,43.709999999999994,17.55,6.72,14.5,25.87,44.25,72.73
746554,Quebec,Montreal,45.50169,-73.567253,male,College,Rural,0.0,Married,Nova,2858.99,2021 Promotion,1212,1212.0,,False,255.4,9.121428571428572,51.21,39607.56,71.19,17.35,0.0,28.0,37.31,37.04,22.119999999999997,3.52,4.2,29.49,20.18,11.11
336541,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Rural,51790.0,Married,Nova,2859.41,Standard,469,469.0,,False,73.4,8.155555555555557,49.53,15354.17,0.0,35.29,2.0,9.0,19.07,49.050000000000004,31.88,0.0,92.86,5.56,46.58,0.0
872340,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Rural,99981.0,Married,Nova,2859.53,Standard,12,12.0,,False,,,,,,,,,,,,,,,,
967838,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Suburban,99981.0,Married,Nova,2859.53,Standard,2416,2416.0,,False,174.7,9.194736842105263,41.07,25169.670000000002,49.07,23.18,4.0,19.0,34.11,43.05,22.840000000000003,0.0,32.05,13.3,28.57,0.0
429471,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Rural,98879.0,Single,Nova,2859.8,Standard,824,824.0,,False,151.4,7.20952380952381,63.65,32218.010000000002,0.0,16.91,1.0,21.0,24.91,44.449999999999996,14.32,16.31,25.46,16.34,23.04,0.0
544619,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Rural,51159.0,Married,Nova,2860.11,Standard,461,242.0,219.0,True,60.0,6.0,69.2,15065.2,0.0,9.5,8.0,10.0,36.66,0.0,22.17,41.17,0.0,0.0,14.29,15.38
829627,Alberta,Edmonton,53.544388,-113.49093,female,Bachelor,Rural,51159.0,Married,Nova,2860.11,Standard,1539,1539.0,,False,179.8,5.993333333333334,56.01,45721.24,8.95,26.36,1.0,30.0,34.71,32.09,26.869999999999997,6.34,35.58,16.46,20.7,50.0
417841,Nova Scotia,Halifax,44.648766,-63.575237,male,Bachelor,Suburban,27907.0,Divorced,Nova,2860.75,Standard,1341,244.0,1097.0,True,,,,,,,,,,,,,,,,
392713,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Suburban,50332.0,Married,Nova,2860.86,Standard,123,123.0,,False,13.0,6.5,97.91,813.0,0.0,23.08,1.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,23.08,0.0
213086,Quebec,Montreal,45.50169,-73.567253,female,Bachelor,Rural,90083.0,Married,Nova,2861.72,Standard,1534,1534.0,,False,102.9,8.575000000000001,36.75,21230.43,27.14,36.05,0.0,12.0,18.46,46.64,25.169999999999998,9.72,10.53,52.29,19.31,50.0
735964,British Columbia,Whistler,50.116322,-122.95736,female,Bachelor,Suburban,90083.0,Married,Nova,2861.72,Standard,1895,1895.0,,False,166.5,6.9375,75.71,37504.7,8.42,27.15,0.0,24.0,30.03,54.47,10.09,5.41,38.4,16.76,22.62,77.78
216596,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Suburban,74034.0,Divorced,Nova,2862.18,2021 Promotion,330,330.0,,False,118.3,6.226315789473684,79.71,31090.23,15.99,28.06,0.0,19.0,21.720000000000002,26.45,18.52,33.31,46.3,48.88,27.4,0.0
887328,Ontario,Trenton,44.101128,-77.576309,male,Bachelor,Urban,76356.0,Married,Nova,2862.56,Standard,703,703.0,,False,189.9,7.033333333333333,71.26,54133.88,33.49,15.69,0.0,27.0,39.39,24.119999999999997,19.75,16.75,16.04,21.4,21.33,0.0
911585,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Urban,76356.0,Married,Nova,2862.56,Standard,823,823.0,,False,220.4,7.346666666666667,58.94,37928.63,41.67,16.88,0.0,30.0,47.739999999999995,26.490000000000002,12.559999999999999,13.2,8.17,26.03,14.08,32.65
130331,Nova Scotia,Halifax,44.648766,-63.575237,female,Bachelor,Suburban,64640.0,Divorced,Nova,2862.73,Standard,760,760.0,,False,39.0,4.875,74.72,14817.0,31.04,71.79,1.0,8.0,12.82,48.71,38.46,0.0,60.0,78.95,66.67,0.0
708933,Quebec,Quebec City,46.813877,-71.207977,female,Bachelor,Suburban,64640.0,Divorced,Nova,2862.73,2021 Promotion,253,253.0,,False,28.0,4.666666666666667,56.96,5785.0,100.0,50.0,1.0,6.0,14.29,46.43,39.29,0.0,0.0,30.77,90.91,0.0
102877,Ontario,Trenton,44.101128,-77.576309,female,College,Rural,0.0,Married,Nova,2863.04,Standard,1642,1642.0,,False,244.0,8.413793103448276,62.58,51647.4,20.52,28.4,3.0,29.0,36.03,45.86,13.45,4.67,17.63,42.98,5.79,33.33
546456,British Columbia,Vancouver,49.28273,-123.12074,male,College,Rural,0.0,Married,Nova,2863.04,Standard,2210,2210.0,,False,165.3,8.265,69.2,26971.0,37.43,22.38,0.0,20.0,36.72,20.69,32.3,10.28,14.66,22.22,25.28,41.18
272148,Quebec,Quebec City,46.813877,-71.207977,female,Bachelor,Suburban,41077.0,Married,Nova,2863.05,Standard,2075,2075.0,,False,227.9,8.765384615384615,61.29,39596.33,40.74,25.98,0.0,26.0,27.34,49.980000000000004,16.54,6.14,21.67,28.01,18.04,50.0
939992,Newfoundland,St. John's,47.561508,-52.712578,male,Bachelor,Rural,41077.0,Married,Nova,2863.05,Standard,419,419.0,,False,79.0,8.777777777777779,33.59,13470.54,68.72,36.08,0.0,9.0,20.25,20.25,21.52,37.97,31.25,56.25,29.41,31.67
318291,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Suburban,36706.0,Married,Nova,2863.31,Standard,2077,1206.0,871.0,True,,,,,,,,,,,,,,,,
403052,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Rural,36706.0,Married,Nova,2863.31,Standard,220,220.0,,False,47.0,7.833333333333333,100.33,14652.0,65.38,23.4,0.0,6.0,0.0,48.94,21.28,29.79,0.0,43.48,10.0,0.0
349447,British Columbia,Vancouver,49.28273,-123.12074,male,College,Urban,0.0,Single,Nova,2864.09,Standard,1314,245.0,1069.0,True,,,,,,,,,,,,,,,,
931247,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Suburban,91368.0,Divorced,Nova,2864.54,Standard,1962,1522.0,440.0,True,169.1,8.455,70.32,37538.28,0.0,26.97,14.0,20.0,42.7,44.95,12.36,0.0,5.26,52.5,9.09,0.0
466781,Ontario,Thunder Bay,48.380894,-89.247681,female,College,Suburban,0.0,Single,Nova,2864.82,2021 Promotion,309,309.0,,False,29.0,4.833333333333333,68.52,10599.0,0.0,3.45,2.0,6.0,34.48,13.79,51.72,0.0,10.0,0.0,0.0,0.0
700225,Ontario,Sudbury,46.522099,-80.953033,male,Bachelor,Suburban,87428.0,Divorced,Nova,2866.82,Standard,1866,1866.0,,False,198.8,8.643478260869566,50.87,24895.2,30.83,36.97,1.0,23.0,31.74,32.239999999999995,22.64,13.38,44.53,61.47,13.33,0.0
894608,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Suburban,91810.0,Married,Nova,2867.21,Standard,1010,1010.0,,False,276.5,10.634615384615385,49.82,50175.15,29.64,24.7,1.0,26.0,30.38,39.5,21.88,8.25,19.52,18.5,33.55,50.0
140381,British Columbia,Vancouver,49.28273,-123.12074,female,Master,Urban,23376.0,Divorced,Nova,2867.31,Standard,2374,2374.0,,False,225.2,10.236363636363636,46.57,29989.17,7.4,20.43,1.0,22.0,38.53999999999999,32.95,28.5,0.0,22.24,10.78,29.13,0.0
262774,British Columbia,Vancouver,49.28273,-123.12074,female,Master,Suburban,23376.0,Divorced,Nova,2867.31,Standard,1949,1949.0,,False,139.4,7.336842105263158,62.07,28288.7,79.23,35.58,1.0,19.0,32.14,26.04,41.81999999999999,0.0,33.93,73.83,13.04,0.0
315736,Ontario,Toronto,43.653225,-79.383186,female,Master,Urban,23376.0,Divorced,Nova,2867.31,Standard,2066,2066.0,,False,163.4,6.5360000000000005,66.44,41000.159999999996,40.36,16.52,1.0,25.0,31.21,45.589999999999996,23.189999999999998,0.0,9.8,12.75,32.98,0.0
549064,Ontario,Toronto,43.653225,-79.383186,female,Master,Urban,23376.0,Divorced,Nova,2867.31,Standard,1882,1882.0,,False,192.8,7.415384615384616,48.12,44074.38,17.95,26.24,0.0,26.0,41.75,27.439999999999998,23.7,7.11,8.57,57.47,16.63,41.61
608537,Ontario,Toronto,43.653225,-79.383186,female,Master,Urban,23376.0,Divorced,Nova,2867.31,Standard,189,-851.0,1040.0,True,39.0,9.75,36.86,7010.0,0.0,0.0,1.0,4.0,0.0,33.33,66.67,0.0,0.0,0.0,0.0,0.0
808206,British Columbia,Vancouver,49.28273,-123.12074,male,Master,Urban,23376.0,Divorced,Nova,2867.31,Standard,913,913.0,,False,229.9,8.514814814814814,50.24,36941.37,0.0,16.83,0.0,27.0,35.28,41.970000000000006,18.84,3.91,15.54,12.02,21.94,55.56
813739,Manitoba,Winnipeg,49.895138,-97.138374,male,Master,Suburban,23376.0,Divorced,Nova,2867.31,Standard,21,21.0,,False,171.4,6.121428571428572,66.68,44573.53,13.28,10.33,1.0,28.0,49.18,19.13,19.490000000000002,12.19,11.63,15.24,8.68,0.0
939683,Ontario,Toronto,43.653225,-79.383186,female,Master,Rural,23376.0,Divorced,Nova,2867.31,Standard,2349,2349.0,,False,214.7,8.945833333333333,52.2,41549.52,19.84,23.61,0.0,24.0,22.55,30.89,29.15,17.42,26.24,20.81,17.09,36.1
188120,British Columbia,Victoria,48.428421,-123.36565,male,Bachelor,Rural,40046.0,Divorced,Nova,2868.6,Standard,1866,1866.0,,False,197.2,8.57391304347826,64.42,37026.55,69.68,29.21,0.0,23.0,24.44,38.08,17.439999999999998,20.03,28.22,45.54,13.95,12.66
117482,New Brunswick,Fredericton,45.963589,-66.643112,male,Bachelor,Urban,21234.0,Married,Nova,2869.74,2021 Promotion,321,321.0,,False,247.6,9.170370370370371,62.09,40237.4,10.28,13.97,0.0,27.0,25.08,43.769999999999996,14.01,17.12,23.35,16.79,5.48,0.0
897229,Quebec,Tremblant,46.118462,-74.596184,female,Bachelor,Rural,21234.0,Married,Nova,2869.74,Standard,541,541.0,,False,170.2,9.455555555555556,45.44,21557.04,22.97,13.16,1.0,18.0,20.56,23.74,36.71,18.98,8.57,2.48,11.2,35.29
889687,Quebec,Montreal,45.50169,-73.567253,male,Bachelor,Rural,94178.0,Married,Nova,2871.15,Standard,2423,2423.0,,False,188.8,7.261538461538462,70.72,47632.090000000004,8.56,17.9,0.0,26.0,43.23,31.68,21.46,3.65,3.68,0.0,76.05,0.0
427976,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Rural,23803.0,Married,Nova,2871.44,Standard,2045,2045.0,,False,171.6,6.355555555555555,60.49,50246.38,43.29,46.5,2.0,27.0,55.78,13.99,18.06,12.18,35.11,20.83,83.87,72.73
497756,Alberta,Banff,51.178398,-115.5708,female,Bachelor,Suburban,57749.0,Single,Nova,2872.05,Standard,35,35.0,,False,11.0,11.0,0.0,1328.0,0.0,18.18,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,18.18
916300,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Rural,57749.0,Single,Nova,2872.05,Standard,1448,1448.0,,False,149.3,7.10952380952381,56.61,38884.98,54.64,33.62,0.0,21.0,28.939999999999998,25.99,22.71,22.37,39.58,40.72,11.8,39.82
294027,Quebec,Hull,45.42873,-75.713364,male,Bachelor,Suburban,79681.0,Single,Nova,2872.67,Standard,1932,1932.0,,False,191.9,7.380769230769231,72.6,38660.6,21.3,23.76,1.0,26.0,27.92,33.61,26.57,11.88,5.6,34.57,39.8,0.0
982543,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Rural,36844.0,Married,Nova,2872.98,Standard,110,-854.0,964.0,True,10.0,5.0,56.57,1422.0,100.0,30.0,1.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,30.0,0.0
267739,New Brunswick,Fredericton,45.963589,-66.643112,female,Bachelor,Suburban,44084.0,Married,Nova,2874.07,Standard,764,764.0,,False,205.9,8.236,54.38,39818.75,14.15,15.35,0.0,25.0,28.95,26.96,23.419999999999998,20.69,19.13,17.12,22.2,0.0
535413,Quebec,Tremblant,46.118462,-74.596184,male,Bachelor,Urban,44084.0,Married,Nova,2874.07,Standard,338,338.0,,False,55.0,7.857142857142857,39.18,7825.0,40.86,41.82,2.0,7.0,43.629999999999995,32.730000000000004,23.64,0.0,50.0,27.78,46.15,0.0
629706,Saskatchewan,Regina,50.44521,-104.6189,male,Bachelor,Urban,33462.0,Married,Nova,2874.09,Standard,1266,1266.0,,False,196.3,8.534782608695652,55.81,35231.4,45.71,37.09,1.0,23.0,29.860000000000003,32.2,24.41,13.55,26.62,52.22,18.79,57.14
132552,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Suburban,84768.0,Married,Nova,2875.43,Standard,415,415.0,,False,70.5,8.8125,70.08,12819.61,62.33,22.7,1.0,8.0,31.2,38.3,17.02,13.48,0.0,37.04,50.0,0.0
336770,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Suburban,84768.0,Married,Nova,2875.43,Standard,164,164.0,,False,163.8,7.445454545454546,63.35,35545.87,27.2,18.13,1.0,22.0,34.309999999999995,42.06,23.619999999999997,0.0,5.34,8.27,54.26,0.0
159486,Ontario,London,42.984924,-81.245277,male,College,Urban,0.0,Single,Nova,2876.78,Standard,1874,1565.0,309.0,True,119.7,8.55,50.06,18244.96,0.0,42.86,13.0,14.0,28.57,38.09,33.33,0.0,16.67,62.5,42.86,0.0
576345,Alberta,Edmonton,53.544388,-113.49093,male,Bachelor,Rural,40171.0,Divorced,Nova,2876.82,Standard,1485,1485.0,,False,157.5,7.5,56.62,28694.55,0.0,34.92,0.0,21.0,22.92,42.099999999999994,22.09,12.89,42.11,29.26,25.86,56.16
561570,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Urban,32807.0,Married,Nova,2877.35,Standard,2372,2372.0,,False,164.1,5.47,73.26,43197.05,58.67,35.1,1.0,30.0,14.75,43.39,29.119999999999997,12.74,31.82,35.25,32.01,45.45
573290,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Suburban,32807.0,Married,Nova,2877.35,2021 Promotion,270,270.0,,False,55.0,11.0,59.27,8476.0,64.52,9.09,0.0,5.0,29.09,40.0,25.45,5.45,12.5,0.0,0.0,100.0
497891,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Suburban,38870.0,Divorced,Nova,2877.81,Standard,1211,1211.0,,False,156.4,7.109090909090909,67.8,36323.48,7.31,6.14,0.0,22.0,35.43,37.33,7.609999999999999,19.63,0.0,6.51,32.77,6.19
755374,Manitoba,Winnipeg,49.895138,-97.138374,female,Bachelor,Rural,79189.0,Married,Nova,2878.77,Standard,1412,1412.0,,False,195.3,7.233333333333333,43.65,44667.33,24.61,22.63,1.0,27.0,56.790000000000006,22.23,14.18,6.81,24.53,20.74,28.88,0.0
321762,Ontario,Ottawa,45.421532,-75.697189,male,College,Urban,0.0,Single,Nova,2878.85,Standard,1981,1981.0,,False,132.5,7.361111111111111,45.37,28673.45,40.57,24.6,2.0,18.0,46.34,35.7,17.97,0.0,38.93,4.02,28.57,0.0
612955,Quebec,Quebec City,46.813877,-71.207977,female,Bachelor,Suburban,42247.0,Divorced,Nova,2879.51,Standard,1396,1396.0,,False,161.9,7.039130434782609,80.6,23197.8,19.48,29.34,1.0,23.0,38.17,48.54,10.93,2.35,36.89,24.17,32.2,0.0
260464,Newfoundland,St. John's,47.561508,-52.712578,male,Bachelor,Urban,40525.0,Married,Nova,2879.63,Standard,1905,1905.0,,False,210.8,6.800000000000001,54.08,54922.82,32.59,17.84,0.0,31.0,29.13,32.44,28.32,10.1,27.85,2.78,17.76,37.56
963595,Quebec,Quebec City,46.813877,-71.207977,female,Bachelor,Suburban,40525.0,Married,Nova,2879.63,Standard,613,613.0,,False,123.2,6.16,57.97,32905.61,0.0,32.71,0.0,20.0,12.999999999999998,32.15,52.43,2.44,50.0,42.17,19.5,100.0
193150,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Suburban,81565.0,Married,Nova,2880.35,Standard,897,897.0,,False,192.1,8.731818181818182,60.43,40604.45,30.86,23.69,0.0,22.0,27.43,58.66000000000001,11.809999999999999,2.08,9.3,29.81,30.84,0.0
369416,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Urban,81565.0,Married,Nova,2880.35,Standard,529,529.0,,False,45.9,4.59,82.52,18978.01,16.1,19.39,0.0,10.0,15.260000000000002,39.21,34.64,10.89,42.86,22.22,11.95,0.0
888506,Ontario,Ottawa,45.421532,-75.697189,male,Bachelor,Suburban,37741.0,Single,Nova,2883.17,Standard,1976,1976.0,,False,187.3,7.492000000000001,62.34,31355.05,16.74,31.29,1.0,25.0,36.629999999999995,24.72,30.53,8.12,33.53,28.73,38.99,0.0
410790,Ontario,Ottawa,45.421532,-75.697189,female,Bachelor,Urban,63438.0,Married,Nova,2884.64,Standard,1513,1513.0,,False,196.0,7.538461538461538,49.11,43552.04,49.03,15.51,0.0,26.0,34.69,39.94,18.72,6.63,5.59,31.55,5.18,0.0
865401,Quebec,Montreal,45.50169,-73.567253,female,Bachelor,Rural,77748.0,Married,Nova,2885.0,Standard,2222,2222.0,,False,219.0,10.428571428571429,47.04,39734.79,35.29,18.04,0.0,21.0,55.019999999999996,24.299999999999997,0.46,20.23,23.32,0.0,0.0,25.73
894099,British Columbia,West Vancouver,49.328625,-123.16019,female,Bachelor,Rural,77748.0,Married,Nova,2885.0,Standard,416,416.0,,False,80.9,8.09,60.91,8685.36,40.75,36.22,1.0,10.0,25.96,33.37,14.829999999999998,25.83,9.52,51.85,0.0,63.64
797158,Ontario,Kingston,44.231171,-76.485954,male,Bachelor,Suburban,62579.0,Married,Nova,2885.33,Standard,1846,1846.0,,False,189.8,8.627272727272727,64.89,37159.01,63.7,34.04,2.0,22.0,27.869999999999997,49.370000000000005,22.759999999999998,0.0,9.45,27.75,77.78,0.0
918272,Nova Scotia,Halifax,44.648766,-63.575237,male,Bachelor,Urban,92722.0,Married,Nova,2885.41,Standard,1440,1440.0,,False,205.1,7.325,62.14,35902.16,20.52,23.4,1.0,28.0,19.990000000000002,40.95,30.709999999999997,8.34,14.15,23.1,15.08,77.78
297684,Quebec,Hull,45.42873,-75.713364,male,Bachelor,Rural,35654.0,Married,Nova,2885.74,2021 Promotion,287,287.0,,False,151.7,5.834615384615384,74.16,39256.32,83.38,29.4,0.0,26.0,26.17,44.43000000000001,18.59,10.81,19.9,25.82,68.44,0.0
687186,British Columbia,Victoria,48.428421,-123.36565,male,Bachelor,Urban,35654.0,Married,Nova,2885.74,Standard,597,597.0,,False,180.3,8.585714285714285,57.32,37485.73,12.16,32.89,0.0,21.0,17.2,41.480000000000004,29.169999999999998,12.15,29.03,42.78,16.73,43.38
458614,British Columbia,Whistler,50.116322,-122.95736,female,Bachelor,Urban,52972.0,Single,Nova,2886.23,Standard,1255,1255.0,,False,99.3,5.841176470588235,72.89,24101.75,0.0,19.44,0.0,17.0,45.61,14.1,17.42,22.86,25.39,0.0,21.97,17.62
231013,Ontario,Kingston,44.231171,-76.485954,male,Master,Urban,10312.0,Married,Nova,2886.45,Standard,1160,1160.0,,False,185.0,8.409090909090908,50.02,30342.12,37.65,17.73,1.0,22.0,61.09,16.81,22.110000000000003,0.0,13.63,33.76,16.87,0.0
277884,British Columbia,Vancouver,49.28273,-123.12074,male,Master,Suburban,10312.0,Married,Nova,2886.45,Standard,198,198.0,,False,53.0,10.6,69.2,9180.0,33.19,37.74,0.0,5.0,0.0,33.96,33.96,32.08,0.0,38.89,27.78,47.06
452873,Ontario,London,42.984924,-81.245277,female,Master,Rural,10312.0,Married,Nova,2886.45,Standard,1229,1229.0,,False,180.3,8.195454545454545,60.64,29616.87,19.25,37.16,0.0,22.0,33.269999999999996,31.619999999999997,18.3,16.81,55.67,23.33,44.24,18.81
465741,Quebec,Montreal,45.50169,-73.567253,female,Master,Rural,10312.0,Married,Nova,2886.45,Standard,766,766.0,,False,159.8,7.263636363636365,53.77,32415.21,99.6,31.04,4.0,22.0,58.07,24.089999999999996,16.64,1.19,35.02,24.68,21.43,100.0
515860,Ontario,Toronto,43.653225,-79.383186,female,Master,Rural,10312.0,Married,Nova,2886.45,Standard,2298,2298.0,,False,211.3,8.126923076923077,51.47,40026.9,63.91,33.74,0.0,26.0,30.860000000000003,36.4,17.65,15.1,19.94,41.09,71.58,0.0
777549,British Columbia,Victoria,48.428421,-123.36565,female,Master,Urban,10312.0,Married,Nova,2886.45,Standard,2182,2182.0,,False,257.7,9.911538461538461,45.38,33167.73,26.13,16.57,0.0,26.0,32.089999999999996,29.91,23.509999999999998,14.47,29.26,7.39,21.12,0.0
