,Loyalty#,SumNumFlights,AvgNumFlights,SumPointsAccumulated,NumMonthsWithFlights,PropOfRedeem,PropOfCompanionFlights,AvgVarNumFlights,MonthsSinceLastFlight,Flights_Month_1,Flights_Month_2,Flights_Month_3,Flights_Month_4,Flights_Month_5,Flights_Month_6,Flights_Month_7,Flights_Month_8,Flights_Month_9,Flights_Month_10,Flights_Month_11,Flights_Month_12,PropCompFlights_Month_1,PropCompFlights_Month_2,PropCompFlights_Month_3,PropCompFlights_Month_4,PropCompFlights_Month_5,PropCompFlights_Month_6,PropCompFlights_Month_7,PropCompFlights_Month_8,PropCompFlights_Month_9,PropCompFlights_Month_10,PropCompFlights_Month_11,PropCompFlights_Month_12,PropCompFlightsSeason_LowSeasonEarlyYear,PropCompFlightsSeason_PeakSeasonSummer,PropCompFlightsSeason_Autumn,PropCompFlightsSeason_HolidayPeak
5002,397947,242,10.083333333333334,28818.54,23,43.49,11.57,53.44,0,0.49,11.54,0.0,7.32,14.74,17.91,20.03,15.38,11.56,15.34,11.48,13.73,100.0,0.0,0.0,36.67,10.51,0.0,28.89,37.5,13.33,0.0,36.67,0.0,11.41,22.67,10.3,0.0
5003,398086,227,8.407407407407407,31499.64,27,15.51,14.1,51.24,0,7.59,13.22,12.07,1.99,16.29,9.0,0.0,14.42,15.19,14.85,9.78,6.39,0.0,15.45,0.0,0.0,2.56,24.44,0.0,0.0,58.33,0.0,44.91,11.11,5.79,12.9,28.56,11.11
5004,398305,74,12.333333333333334,10401.0,6,75.79,29.73,38.26,0,0.0,0.0,0.0,16.22,14.86,0.0,24.32,6.76,0.0,0.0,14.86,22.97,0.0,0.0,0.0,25.0,0.0,0.0,38.89,0.0,0.0,0.0,54.55,35.29,13.04,30.43,54.55,35.29
5005,398351,294,8.647058823529411,44943.03,33,18.98,19.05,58.82,1,5.97,3.35,3.62,5.91,10.05,15.59,17.17,9.63,8.92,7.05,12.6,3.19,0.0,85.71,33.33,82.14,0.0,0.0,16.62,0.0,13.33,28.57,27.72,100.0,29.57,6.36,22.65,100.0
5006,398506,206,6.242424242424242,46546.2,31,39.78,22.33,82.18,0,1.66,4.37,2.79,9.65,8.92,18.74,0.0,19.2,2.01,11.17,6.59,14.9,100.0,60.0,0.0,5.56,66.67,0.0,0.0,29.39,0.0,10.26,8.33,66.67,33.58,14.41,9.13,66.67
5007,398535,33,11.0,6271.0,3,97.35,51.52,50.62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36,0.0,15.15,0.0,48.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,50.0,0.0,75.0,0.0,50.0
5008,398586,155,7.045454545454546,34602.25,22,0.0,18.06,67.93,0,3.41,14.67,5.88,18.17,17.94,3.41,27.54,25.59,18.84,5.8,0.0,13.04,100.0,44.91,47.22,0.0,30.95,0.0,0.0,0.0,38.46,50.0,0.0,0.0,23.61,0.0,41.18,0.0
5009,398603,234,8.357142857142858,47268.61,26,30.46,37.61,62.66,0,10.99,8.06,17.47,14.86,7.69,0.64,0.0,17.0,4.46,8.38,9.52,13.6,50.0,8.33,47.61,16.67,42.86,100.0,0.0,54.86,31.82,73.81,60.0,51.19,28.65,56.03,67.25,51.19
5010,398611,243,9.72,44417.62,25,18.15,35.8,52.75,0,8.16,3.78,10.39,10.34,1.69,15.22,20.91,0.0,22.03,9.87,12.95,12.97,46.43,100.0,41.72,57.78,0.0,39.23,32.54,0.0,0.0,13.46,33.33,22.22,40.95,29.87,22.46,22.22
5011,398655,27,6.75,6017.0,4,0.0,3.7,97.05,1,0.0,0.0,0.0,7.41,0.0,55.56,0.0,0.0,33.33,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10.0,0.0
5012,398819,177,7.375,45367.4,23,17.34,22.03,66.76,0,9.03,7.89,2.91,0.91,4.9,16.08,28.19,11.84,18.87,14.47,14.47,12.08,33.33,0.0,0.0,100.0,0.0,96.97,0.0,0.0,5.0,18.18,0.0,21.21,7.33,32.39,6.36,21.21
5013,398839,222,8.538461538461538,35985.66,26,14.38,23.42,48.14,0,13.97,7.05,12.37,13.33,9.1,9.06,18.04,11.39,0.0,16.26,7.89,3.8,0.0,0.0,22.78,0.0,0.0,72.92,43.65,100.0,0.0,11.11,66.67,100.0,7.9,57.6,20.78,100.0
5014,398846,101,6.733333333333333,26364.83,15,99.43,29.7,72.64,0,0.0,4.76,22.22,20.63,9.52,0.0,4.76,14.29,0.0,6.19,21.6,46.81,0.0,66.67,0.0,0.0,100.0,0.0,66.67,88.89,0.0,100.0,0.0,46.03,22.22,83.33,21.32,46.03
5015,398924,198,9.428571428571429,40547.0,20,73.55,14.65,57.95,0,0.0,4.3,12.0,17.18,0.0,20.62,21.69,16.87,19.14,6.02,19.14,6.95,0.0,16.67,17.78,8.89,0.0,6.67,33.33,50.0,31.67,0.0,4.17,0.0,11.86,12.61,11.94,0.0
5016,398965,190,7.916666666666667,33295.26,23,9.93,18.95,69.78,1,4.87,4.33,15.15,1.3,7.25,0.0,23.38,26.63,21.0,21.27,12.99,4.38,50.0,0.0,14.81,0.0,93.33,0.0,0.0,0.0,17.86,45.8,0.0,0.0,25.0,0.0,23.94,0.0
5017,399065,213,7.888888888888889,42371.5,27,49.63,29.11,63.8,1,3.44,11.27,6.24,2.04,10.43,6.06,17.74,22.12,18.84,15.94,8.57,11.83,100.0,23.81,100.0,100.0,0.0,66.67,31.24,5.88,0.0,45.45,15.38,0.0,46.76,27.73,9.91,0.0
5018,399101,79,9.875,13929.07,8,74.31,17.72,45.75,18,0.0,0.0,16.44,18.98,21.53,43.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.64,64.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.95,0.0,0.0,0.0
5019,399214,223,9.291666666666666,37060.82,24,57.23,21.52,52.96,1,2.2,11.81,16.48,5.07,0.0,22.04,14.37,14.29,18.91,10.45,5.49,6.8,0.0,5.56,26.67,34.92,0.0,22.88,23.08,0.0,37.09,33.33,20.0,0.0,13.68,21.49,27.22,0.0
5020,399251,249,8.892857142857142,47893.83,28,13.7,18.47,57.77,0,5.81,1.16,10.45,9.58,4.27,19.74,18.1,13.17,14.72,8.27,4.27,6.34,0.0,0.0,0.0,9.09,0.0,11.94,0.0,66.67,12.24,66.67,100.0,27.78,5.88,18.8,29.6,27.78
5021,399372,154,7.0,40899.55,22,33.11,27.92,55.59,0,0.0,13.54,16.5,5.95,12.39,18.37,26.7,0.0,0.0,6.46,14.31,15.82,0.0,43.98,66.67,83.33,0.0,11.11,0.0,0.0,0.0,47.22,0.0,66.67,38.61,3.7,15.0,66.67
5022,399379,161,7.318181818181818,30594.989999999998,22,74.08,36.02,55.21,1,4.7,2.38,33.33,9.33,13.84,14.3,13.9,0.0,9.52,0.0,20.19,20.16,0.0,100.0,0.0,42.22,78.89,88.19,33.33,0.0,100.0,0.0,8.33,37.41,42.92,58.99,14.58,37.41
5023,399397,202,8.416666666666666,29742.98,24,72.02,19.31,59.03,0,13.28,0.0,20.76,13.91,15.71,7.85,21.07,0.0,8.06,0.0,3.01,6.96,23.81,0.0,5.56,3.7,31.67,66.67,33.33,0.0,40.0,0.0,0.0,71.67,14.63,19.58,8.33,71.67
5024,399417,243,9.0,50306.2,27,24.93,25.93,45.19,3,6.11,12.91,11.1,11.32,10.52,5.35,15.99,17.67,3.17,8.35,0.0,12.22,0.0,28.52,65.15,8.89,0.0,0.0,48.81,1.85,50.0,0.0,0.0,77.5,20.86,21.89,16.67,77.5
5025,399418,191,7.346153846153846,36990.36,24,9.36,27.75,65.22,0,0.7,0.0,10.8,11.57,14.93,15.3,19.67,11.54,7.03,19.91,5.36,6.56,100.0,0.0,3.03,46.43,0.0,11.11,91.67,58.33,25.0,12.7,41.67,50.0,9.16,41.16,23.77,50.0
5026,399514,77,7.0,20757.239999999998,11,35.77,33.77,79.54,11,100.0,0.0,0.0,0.0,0.0,29.34,0.0,42.79,6.6,6.6,0.0,14.67,0.0,0.0,0.0,0.0,0.0,59.17,0.0,0.0,16.67,100.0,0.0,63.33,0.0,24.07,58.33,63.33
5027,399555,30,7.5,6383.0,4,100.0,23.33,70.13,1,0.0,0.0,0.0,0.0,10.0,43.33,0.0,0.0,36.67,0.0,10.0,0.0,0.0,0.0,0.0,0.0,100.0,7.69,0.0,0.0,0.0,0.0,100.0,0.0,100.0,7.69,21.43,0.0
5028,399575,230,9.2,43147.5,24,20.71,16.96,62.12,0,8.33,7.72,8.33,2.24,11.11,24.09,15.52,19.53,13.28,3.13,0.0,14.29,50.0,0.0,33.33,50.0,0.0,7.78,0.0,39.88,7.54,100.0,0.0,11.86,9.88,17.59,16.95,11.86
5029,399666,84,12.0,7590.04,7,0.0,20.24,37.27,3,0.0,13.33,16.67,0.0,0.0,0.0,35.0,21.67,13.33,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.98,0.0,0.0,0.0,70.98
5030,399670,158,6.32,41245.71,24,50.13,23.42,71.31,0,17.91,1.09,5.28,11.39,4.05,21.62,5.41,24.32,14.19,15.5,13.69,13.99,0.0,0.0,77.78,69.23,100.0,0.0,100.0,5.56,13.33,53.57,15.15,33.33,37.24,13.16,26.49,33.33
5031,399678,166,6.64,36663.81,25,65.68,27.71,64.17,0,2.99,7.46,9.89,18.31,3.97,3.47,19.66,23.88,13.83,20.19,14.93,2.99,0.0,0.0,13.33,0.0,33.33,33.33,63.87,12.5,41.11,44.95,0.0,0.0,7.41,42.61,30.03,0.0
5032,399704,152,9.5,25275.4,16,15.34,22.37,44.49,2,0.0,0.0,30.61,10.2,2.04,10.66,28.26,0.0,22.26,17.07,16.52,0.0,0.0,0.0,0.0,20.0,0.0,100.0,25.64,0.0,0.0,43.28,0.0,0.0,4.76,43.5,14.03,0.0
5033,399943,252,8.689655172413794,47491.46,29,7.46,17.86,55.54,1,3.17,8.62,8.79,9.15,14.66,7.01,18.3,17.5,1.25,2.5,10.82,18.61,33.33,46.67,15.08,25.0,12.7,43.06,0.0,42.86,0.0,100.0,0.0,0.0,23.48,22.03,4.44,0.0
5034,399973,163,6.791666666666667,38538.65,22,24.17,14.11,78.51,2,1.79,10.71,20.8,9.91,24.36,8.9,0.0,3.01,11.17,23.21,0.85,26.25,100.0,66.67,4.76,11.11,0.0,0.0,0.0,50.0,48.81,0.0,100.0,0.0,11.11,15.28,49.74,0.0
5035,399982,178,8.090909090909092,28070.52,20,20.59,11.8,58.71,1,11.86,16.95,16.79,16.03,11.86,20.19,19.67,1.64,16.95,11.86,6.73,20.19,0.0,0.0,0.0,0.0,0.0,0.0,57.74,50.0,0.0,0.0,63.64,0.0,0.0,38.25,55.36,0.0
5036,400030,137,6.523809523809524,33422.85,21,27.87,35.77,60.66,0,12.68,14.04,0.0,11.24,18.42,15.68,28.22,0.0,1.75,3.51,8.73,7.02,42.22,50.0,0.0,0.0,61.28,69.05,19.05,0.0,0.0,0.0,0.0,100.0,46.5,28.86,0.0,100.0
5037,400079,157,6.28,41653.13,24,100.0,49.04,71.59,1,17.06,12.55,16.61,6.13,9.11,5.33,5.96,29.0,6.76,5.41,17.57,0.0,33.98,48.81,61.07,4.17,15.56,100.0,100.0,70.98,100.0,0.0,7.69,0.0,49.0,86.32,27.27,0.0
5038,400181,220,7.857142857142857,48328.9,26,32.79,24.55,58.76,0,3.49,7.78,6.12,13.89,20.01,10.53,13.16,11.01,10.91,10.57,0.0,12.94,50.0,4.76,23.08,55.05,16.67,100.0,0.0,0.0,0.0,43.1,0.0,33.33,25.24,12.12,13.93,33.33
5039,400224,194,8.818181818181818,41985.89,22,0.0,27.32,56.61,1,4.93,12.98,3.59,12.5,20.29,17.85,25.0,16.07,0.0,9.79,21.43,20.29,40.0,0.0,100.0,0.0,24.87,18.69,78.57,0.0,0.0,64.81,16.67,24.87,16.59,32.27,39.17,24.87
5040,400265,141,6.130434782608695,38583.96,23,0.0,17.02,45.95,0,21.56,5.68,20.31,19.3,12.28,15.45,8.89,10.53,0.0,14.04,5.89,12.24,2.78,0.0,0.0,45.45,0.0,33.33,33.33,0.0,0.0,25.0,16.67,33.33,7.34,20.0,19.44,33.33
5041,400272,98,8.166666666666666,19681.79,12,0.0,13.27,50.31,0,3.85,0.0,1.28,15.38,0.0,12.82,6.41,12.82,12.82,10.26,5.13,73.08,0.0,0.0,100.0,41.67,0.0,0.0,0.0,0.0,0.0,75.0,0.0,3.03,37.5,0.0,27.27,3.03
5042,400313,210,10.5,28059.5,20,27.16,27.14,40.11,0,0.0,12.5,0.0,11.27,3.41,25.43,6.82,16.59,18.02,10.93,0.0,16.18,0.0,27.27,0.0,71.5,0.0,14.81,100.0,15.56,59.17,0.0,0.0,12.12,67.02,17.95,26.3,12.12
5043,400392,197,6.793103448275862,52184.53,27,0.0,13.71,72.59,0,15.9,1.76,2.6,5.0,18.53,10.0,11.15,6.15,10.03,5.0,20.58,13.49,33.33,100.0,0.0,0.0,0.0,87.5,0.0,11.11,0.0,100.0,0.0,0.0,19.14,12.04,10.26,0.0
5044,400404,151,9.4375,16576.67,16,100.0,26.49,42.55,13,4.61,0.0,17.21,11.27,11.27,11.27,8.61,22.54,0.0,0.0,13.22,0.0,100.0,0.0,42.26,52.78,29.17,0.0,22.62,0.0,0.0,0.0,24.75,0.0,47.58,4.61,24.75,0.0
5045,400470,209,7.206896551724138,36645.22,28,48.23,15.31,77.02,1,13.77,3.41,12.33,2.06,7.46,26.88,7.46,10.28,13.44,12.33,8.79,2.06,2.56,66.67,0.0,100.0,60.0,0.0,100.0,0.0,0.0,39.44,2.56,100.0,14.61,7.94,20.14,100.0
5046,400478,55,6.875,9437.11,8,0.0,21.82,62.89,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.67,43.67,34.67,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0
5047,400486,213,9.26086956521739,43125.41,23,9.49,15.96,55.56,0,0.0,13.64,5.28,7.47,0.0,21.79,13.27,24.02,4.74,4.55,11.45,17.25,0.0,0.0,66.67,0.0,0.0,28.04,33.33,0.0,100.0,0.0,7.79,0.0,20.63,20.3,28.64,0.0
5048,400600,64,10.666666666666666,13243.0,6,0.0,29.69,56.46,0,0.0,0.0,0.0,0.0,0.0,26.56,18.75,0.0,23.44,20.31,1.56,9.38,0.0,0.0,0.0,0.0,0.0,0.0,58.33,0.0,33.33,23.08,100.0,50.0,0.0,24.14,31.03,50.0
5049,400702,178,7.12,32469.49,25,69.82,20.79,61.4,2,19.66,15.96,0.0,15.5,35.0,0.0,9.92,12.45,4.06,11.33,3.59,3.59,3.03,22.5,0.0,36.7,7.14,0.0,60.65,0.0,33.33,36.36,0.0,100.0,19.15,33.55,35.29,100.0
5050,400802,179,7.458333333333333,27280.12,22,40.72,21.79,72.9,0,13.67,8.57,6.89,2.49,13.04,21.74,0.0,27.33,18.8,0.0,1.04,23.28,0.0,47.22,70.0,50.0,33.33,0.0,0.0,43.3,14.81,0.0,50.0,7.01,30.49,28.87,16.01,7.01
5051,400958,198,7.92,34254.15,24,32.95,17.17,61.09,4,5.92,8.67,8.63,14.29,21.83,16.68,0.0,10.0,14.29,5.34,10.14,16.68,0.0,33.33,66.67,45.8,56.35,0.0,0.0,0.0,3.85,0.0,29.17,0.0,30.23,0.0,11.76,0.0
5052,400979,206,8.583333333333334,38295.55,24,47.82,31.07,55.07,0,11.05,0.0,12.52,1.54,4.91,27.69,23.21,10.18,9.22,9.22,14.16,20.0,31.48,0.0,33.33,0.0,33.33,0.0,51.86,33.33,38.1,0.0,0.0,61.54,36.53,35.96,10.76,61.54
5053,400985,198,7.071428571428571,46301.93,27,19.45,20.2,55.5,0,10.17,8.31,14.89,6.67,18.57,10.0,6.01,15.37,13.27,13.33,8.87,4.29,0.0,33.33,20.0,50.0,53.85,100.0,61.11,5.56,0.0,40.97,47.22,0.0,12.61,30.38,18.06,0.0
5054,401007,151,7.55,35582.11,20,80.58,37.75,56.76,3,16.26,4.58,25.07,16.28,18.51,0.0,27.91,16.38,6.98,0.0,12.05,2.72,34.66,0.0,20.34,14.29,44.95,0.0,58.33,47.32,100.0,0.0,38.1,0.0,26.2,63.99,58.73,0.0
5055,401036,190,8.26086956521739,37358.79,23,57.59,37.89,50.21,0,11.32,0.0,13.56,16.99,26.42,6.26,17.41,6.96,1.89,0.0,13.9,16.36,0.0,0.0,0.0,15.0,50.0,55.0,52.39,25.4,100.0,0.0,47.22,69.07,14.25,50.54,64.81,69.07
5056,401055,108,7.2,20611.13,14,18.18,32.41,74.09,1,1.64,4.01,14.75,14.84,22.32,0.0,31.15,0.0,55.49,19.67,13.11,0.0,100.0,80.0,55.56,0.0,38.1,0.0,42.11,0.0,34.52,0.0,0.0,0.0,29.8,42.11,23.02,0.0
5057,401060,100,5.0,38760.34,19,36.69,25.0,92.91,3,21.43,11.9,48.73,8.12,38.1,7.28,8.55,0.0,13.56,12.06,1.52,0.0,0.0,0.0,0.0,66.67,31.25,0.0,0.0,0.0,83.33,70.83,100.0,0.0,10.93,0.0,75.24,0.0
5058,401062,56,7.0,8514.98,8,100.0,39.29,60.13,1,14.71,0.0,11.76,0.0,8.82,0.0,29.41,0.0,2.94,0.0,32.35,100.0,80.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,63.64,13.33,91.67,0.0,66.67,13.33
5059,401101,185,8.043478260869565,26916.75,23,58.48,15.68,52.94,1,7.17,0.0,4.55,10.61,23.54,10.31,10.97,15.15,14.2,6.06,12.72,25.23,33.33,0.0,0.0,0.0,0.0,0.0,85.71,30.0,10.37,25.0,30.0,0.0,5.56,35.45,18.95,0.0
5060,401336,177,7.375,30046.35,23,21.86,9.6,59.95,1,15.04,5.53,4.76,8.17,13.32,25.37,18.81,25.5,0.0,9.65,5.97,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,66.67,100.0,0.0,2.3,0.0,80.0,0.0
5061,401350,21,10.5,4967.0,2,74.03,33.33,33.67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,62.5,0.0,0.0,15.38,62.5
5062,401422,44,8.8,8447.0,5,51.24,34.09,58.17,2,0.0,0.0,0.0,0.0,25.0,0.0,25.0,6.82,34.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0,72.73,0.0,0.0,0.0,33.33,50.0,0.0,0.0,72.73,0.0,36.84,0.0
5063,401424,112,8.0,18518.559999999998,14,42.08,15.18,51.42,17,19.64,8.02,2.62,11.62,17.84,15.22,25.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,69.05,0.0,0.0,17.69,0.0,0.0,0.0,0.0,0.0,17.79,11.01,0.0,0.0
5064,401454,276,8.363636363636363,48200.34,33,18.69,19.57,53.62,0,9.79,5.22,11.07,8.47,7.88,20.49,11.9,9.01,5.0,5.9,6.93,6.97,10.37,8.33,23.23,16.67,7.14,35.35,16.67,0.0,66.67,7.69,21.67,4.17,14.63,24.31,30.59,4.17
5065,401645,222,9.652173913043478,43836.74,23,0.0,10.81,47.02,0,12.07,12.35,7.41,0.0,12.35,19.57,18.6,15.59,6.17,8.33,6.05,16.25,0.0,0.0,100.0,0.0,0.0,0.0,0.0,40.83,0.0,13.1,0.0,35.42,7.69,8.09,9.76,35.42
5066,401710,121,5.041666666666667,28459.27,22,0.0,59.5,82.19,1,9.38,10.04,0.0,9.38,7.85,12.41,3.28,10.84,5.56,26.88,10.04,24.82,100.0,27.78,0.0,0.0,100.0,100.0,0.0,69.05,0.0,42.46,38.89,77.5,77.78,77.78,43.85,77.5
5067,401722,183,8.318181818181818,32908.09,22,35.38,29.51,60.89,0,7.44,0.0,7.14,1.43,13.63,6.96,20.33,24.29,18.92,21.23,12.86,10.0,33.33,0.0,0.0,0.0,73.33,33.33,52.03,52.94,6.67,54.2,11.11,0.0,40.58,34.55,23.33,0.0
5068,401760,196,7.0,43089.5,28,46.53,33.16,44.5,0,6.78,4.25,13.41,3.87,9.9,9.16,0.0,12.13,13.41,11.62,14.37,18.38,33.33,12.5,0.0,33.33,66.67,73.21,0.0,66.67,0.0,47.22,53.37,0.0,25.56,58.3,38.49,0.0
5069,401766,204,7.555555555555555,44872.44,27,25.4,25.49,60.02,2,6.91,5.14,0.0,12.33,9.11,13.91,24.88,14.71,1.85,6.93,10.71,0.0,0.0,33.33,0.0,25.86,70.03,29.17,30.54,16.58,25.0,48.41,0.0,0.0,38.1,24.14,41.11,0.0
5070,401769,230,8.518518518518519,44894.78,27,57.06,31.3,60.94,0,7.6,6.15,12.5,9.38,14.09,5.41,23.51,18.1,4.88,18.75,11.2,11.19,26.39,0.0,25.0,0.0,19.05,0.0,38.49,23.21,83.33,8.33,30.54,89.74,9.67,28.17,43.92,89.74
5071,401824,191,7.346153846153846,31506.56,25,28.86,21.47,64.07,2,10.49,0.0,15.62,15.71,10.24,3.62,14.11,21.02,13.6,8.93,0.0,0.72,13.1,0.0,0.0,12.5,0.0,0.0,66.67,31.02,30.46,0.0,0.0,100.0,8.27,34.62,20.34,100.0
5072,401834,214,8.23076923076923,33096.82,26,48.05,25.23,53.71,0,10.12,7.56,5.05,10.87,10.61,16.39,12.78,19.3,11.61,0.0,14.29,4.76,0.0,0.0,0.0,12.7,8.33,68.76,0.0,77.08,0.0,0.0,33.33,50.0,9.2,47.82,11.11,50.0
5073,401857,199,8.652173913043478,44076.61,23,35.61,29.15,45.92,0,12.27,14.17,13.64,0.0,4.49,26.0,8.38,0.0,7.97,9.68,16.52,12.3,36.67,4.17,0.0,0.0,100.0,29.21,38.1,0.0,33.33,0.0,17.41,86.67,20.63,32.46,11.87,86.67
5074,401858,56,6.222222222222222,14099.539999999999,9,36.14,23.21,23.81,9,39.13,30.43,30.43,0.0,0.0,0.0,0.0,0.0,39.44,33.33,0.0,27.22,11.11,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,34.78,0.0,20.63,0.0
5075,401859,197,8.954545454545455,31188.73,22,23.3,15.74,56.05,0,10.77,4.62,13.14,12.12,0.0,19.78,19.25,0.0,7.1,9.64,16.92,24.62,0.0,66.67,16.67,33.33,0.0,2.08,0.0,0.0,26.67,48.41,63.64,31.25,11.9,0.98,34.65,31.25
5076,401956,151,7.190476190476191,29662.94,20,14.1,21.85,70.04,6,11.19,2.82,31.91,17.44,8.51,12.39,14.46,30.87,0.0,19.22,0.0,0.88,25.4,0.0,33.33,0.0,100.0,66.67,0.0,40.59,0.0,0.0,0.0,100.0,19.47,23.02,0.0,100.0
5077,402034,159,6.625,40940.15,23,23.93,38.99,55.38,0,9.86,6.92,8.45,4.23,17.08,15.49,5.63,14.09,19.13,4.45,0.0,19.14,0.0,70.0,16.67,100.0,100.0,94.44,0.0,35.71,33.33,12.5,0.0,16.67,73.08,64.52,13.33,16.67
5078,402052,181,7.541666666666667,38241.65,24,71.73,37.02,54.88,0,0.0,9.76,2.1,9.29,8.78,15.12,14.85,0.0,12.17,15.71,14.18,17.64,0.0,50.0,100.0,38.1,33.33,66.67,29.36,0.0,52.78,50.0,30.0,26.67,39.17,40.21,33.23,26.67
5079,402082,198,7.92,41050.65,24,0.0,27.78,64.99,0,13.68,0.0,17.82,0.0,6.58,20.32,18.03,6.47,11.07,3.85,0.63,14.83,0.0,0.0,19.05,0.0,0.0,33.33,66.67,25.0,52.38,0.0,100.0,35.19,5.59,33.59,50.83,35.19
5080,402177,15,15.0,3075.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5081,402251,94,6.714285714285714,24205.08,14,11.93,27.66,86.34,0,12.2,1.22,0.0,10.98,0.0,2.44,24.39,6.1,3.66,13.41,18.22,56.98,0.0,100.0,0.0,0.0,0.0,100.0,10.0,40.0,0.0,18.18,100.0,66.67,5.0,22.22,78.95,66.67
5082,402332,153,6.954545454545454,34922.63,22,0.0,20.26,63.45,2,0.0,8.02,16.16,5.46,0.0,19.25,26.36,15.43,0.0,5.13,7.88,16.72,0.0,16.67,0.0,100.0,0.0,4.44,56.7,2.78,0.0,0.0,0.0,0.0,24.89,22.7,0.0,0.0
5083,402390,8,8.0,595.0,1,0.0,0.0,0.0,9,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5084,402638,97,8.083333333333334,20934.37,12,0.0,19.59,55.44,0,12.12,0.0,0.0,12.12,0.0,22.73,12.12,1.52,10.61,0.0,16.2,60.06,0.0,0.0,0.0,75.0,0.0,6.67,0.0,100.0,71.43,0.0,0.0,20.04,37.5,8.33,9.26,20.04
5085,402697,77,7.7,17659.92,10,30.35,19.48,35.72,0,0.0,15.69,0.0,17.65,21.57,0.0,0.0,7.84,0.0,13.73,65.48,30.86,0.0,0.0,0.0,0.0,63.64,0.0,0.0,100.0,0.0,14.29,0.0,8.33,25.0,100.0,4.76,8.33
5086,402706,179,8.523809523809524,29807.82,19,0.0,20.67,68.97,0,0.0,15.63,9.58,2.47,0.0,9.14,25.71,22.74,15.71,15.63,15.71,22.86,0.0,64.58,0.0,50.0,0.0,69.44,0.0,21.53,0.0,0.0,54.55,0.0,27.4,23.22,9.09,0.0
5087,402918,158,8.31578947368421,17675.18,19,30.91,15.82,59.46,0,23.56,0.0,0.0,16.05,12.77,21.74,0.0,2.87,23.21,6.08,23.56,19.64,0.0,0.0,0.0,23.23,84.52,11.67,0.0,0.0,0.0,0.0,0.0,0.0,21.01,11.67,0.0,0.0
5088,402964,181,7.541666666666667,36044.8,24,29.8,35.36,64.72,0,10.6,5.81,3.46,14.67,10.01,3.81,23.43,0.0,20.03,5.88,16.93,33.33,22.22,66.67,100.0,47.22,0.0,100.0,0.0,0.0,42.26,100.0,59.17,47.06,37.88,11.38,66.67,47.06
5089,402966,48,4.363636363636363,15384.22,11,0.0,35.42,68.96,0,10.0,0.0,36.67,3.33,0.0,3.33,0.0,0.0,16.67,0.0,51.67,25.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,69.05,66.67,6.67,100.0,48.21,66.67
5090,403052,47,7.833333333333333,14652.0,6,65.38,23.4,100.33,0,0.0,0.0,0.0,0.0,0.0,4.26,44.68,0.0,4.26,8.51,8.51,29.79,0.0,0.0,0.0,0.0,0.0,100.0,38.1,0.0,0.0,0.0,25.0,0.0,0.0,43.48,10.0,0.0
5091,403118,150,6.25,43445.79,23,0.0,35.33,73.89,0,7.69,10.3,3.85,14.1,17.95,9.38,12.5,30.62,6.41,8.6,9.19,17.12,0.0,66.67,0.0,0.0,7.14,62.5,100.0,77.5,100.0,47.22,0.0,33.33,67.44,64.68,34.52,33.33
5092,403185,139,9.928571428571429,22263.78,14,0.0,34.53,37.37,0,12.05,13.25,7.23,0.0,18.07,16.87,0.0,14.46,19.62,30.38,13.25,34.94,30.0,45.45,100.0,0.0,0.0,35.71,0.0,75.0,81.67,40.97,0.0,33.33,33.33,53.85,37.95,33.33
